id,user_request_id,app_id,version_id,module,ip,nickname,start_time,end_time,method,resource,http_version,status,response_size,user_agent,url_map_entry,host,referrer,task_queue_name,task_name,latency,mcycles,finished
1,e3e1d1bbf7fcb1d37c093a5c903bc9e8eddaabf41a2e99cb7e681bcbc2f0,dev~wobs-quickstart-python,4,default,::1,,1560520595189000,1560520597496000,GET,/,HTTP/1.1,200,824,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.90 Safari/537.36",,localhost:8080,,,,0,0,1
2,ceb2cf2f5ccbeb1be6c85fba55b17fbe51,dev~wobs-quickstart-python,4,default,::1,,1560520597528000,1560520597560000,GET,/js/app.js,HTTP/1.1,304,0,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.90 Safari/537.36",,localhost:8080,,,,0,0,1
3,00c47c99fe52dbb4a1f5dfcbc1acced09c7d5b25bb90b02d1e6500b1aa79f,dev~wobs-quickstart-python,4,default,::1,,1560520597660000,1560520598537000,GET,/jwt?type=loyalty,HTTP/1.1,200,2736,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.90 Safari/537.36",,localhost:8080,,,,0,0,1
4,adbfac7dfc40f4365c7a3b2f447b8b019f70bdcf9fc27adb7b2bf,dev~wobs-quickstart-python,4,default,::1,,1560520597663000,1560520598537000,GET,/jwt?type=offer,HTTP/1.1,200,1060,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.90 Safari/537.36",,localhost:8080,,,,0,0,1
5,2db7dc13fe2fbddedbd46eaec89cec6479fda,dev~wobs-quickstart-python,4,default,::1,,1560520597672000,1560520598538000,GET,/jwt?type=giftcard,HTTP/1.1,200,1703,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.90 Safari/537.36",,localhost:8080,,,,0,0,1
